Date,Open,High,Low,Close,Adj Close,Volume
4/11/2019,120.540001,120.849998,119.919998,120.330002,114.753044,14209100
4/12/2019,120.639999,120.980003,120.370003,120.949997,115.344276,19745100
4/15/2019,120.940002,121.580002,120.57,121.050003,115.439651,15792600
4/16/2019,121.639999,121.650002,120.099998,120.769997,115.172623,14071800
4/17/2019,121.239998,121.849998,120.540001,121.769997,116.126274,19300900
4/18/2019,122.190002,123.519997,121.300003,123.370003,117.652138,27991000
4/22/2019,122.620003,124,122.57,123.760002,118.024033,15648700
4/23/2019,124.099998,125.580002,123.830002,125.440002,119.626175,24025500
4/24/2019,125.790001,125.849998,124.519997,125.010002,119.216103,31257000
4/25/2019,130.059998,131.369995,128.830002,129.149994,123.164215,38033900
4/26/2019,129.699997,130.520004,129.020004,129.889999,123.869934,23654900
4/29/2019,129.899994,130.179993,129.350006,129.770004,123.755501,16324200
4/30/2019,129.809998,130.699997,129.389999,130.600006,124.547066,24166500
5/1/2019,130.529999,130.649994,127.699997,127.879997,121.953102,26821700
5/2/2019,127.980003,128,125.519997,126.209999,120.360512,27350200
5/3/2019,127.360001,129.429993,127.25,128.899994,122.925804,24911100
5/6/2019,126.389999,128.559998,126.110001,128.149994,122.210587,24239800
5/7/2019,126.459999,127.18,124.220001,125.519997,119.702477,36017700
5/8/2019,125.440002,126.370003,124.75,125.510002,119.69294,28419000
5/9/2019,124.290001,125.790001,123.57,125.5,119.683411,27235800
5/10/2019,124.910004,127.93,123.82,127.129997,121.237846,30915100
5/13/2019,124.110001,125.550003,123.040001,123.349998,117.633041,33944900
5/14/2019,123.870003,125.879997,123.699997,124.730003,118.949097,25266300
5/15/2019,124.260002,126.709999,123.699997,126.019997,120.624153,24722700
5/16/2019,126.75,129.380005,126.459999,128.929993,123.409576,30112200
5/17/2019,128.309998,130.460007,127.919998,128.070007,122.586388,25770500
5/20/2019,126.519997,127.589996,125.760002,126.220001,120.815605,23706900
5/21/2019,127.43,127.529999,126.580002,126.900002,121.466469,15293300
5/22/2019,126.620003,128.240005,126.519997,127.669998,122.203499,15396500
5/23/2019,126.199997,126.290001,124.739998,126.18,120.777321,23603800
5/24/2019,126.910004,127.419998,125.970001,126.239998,120.834747,14123400
5/28/2019,126.980003,128,126.050003,126.160004,120.758186,23128400
5/29/2019,125.379997,125.389999,124.040001,124.940002,119.590416,22763100
5/30/2019,125.260002,125.760002,124.779999,125.730003,120.346581,16829600
5/31/2019,124.230003,124.620003,123.32,123.68,118.384354,26646800
6/3/2019,123.849998,124.370003,119.010002,119.839996,114.708786,37983600
6/4/2019,121.279999,123.279999,120.650002,123.160004,117.886627,29382600
6/5/2019,124.949997,125.870003,124.209999,125.830002,120.442307,24926100
6/6/2019,126.440002,127.970001,125.599998,127.82,122.347099,21459000
6/7/2019,129.190002,132.25,128.259995,131.399994,125.773811,33885600
6/10/2019,132.399994,134.080002,132,132.600006,126.922424,26477100
6/11/2019,133.880005,134.240005,131.279999,132.100006,126.443832,23913700
6/12/2019,131.399994,131.970001,130.710007,131.490005,125.859932,17092500
6/13/2019,131.979996,133,131.559998,132.320007,126.654427,17200800
6/14/2019,132.259995,133.789993,131.639999,132.449997,126.778862,17821700
6/17/2019,132.630005,133.729996,132.529999,132.850006,127.161751,14517800
6/18/2019,134.190002,135.240005,133.570007,135.160004,129.372772,25934500
6/19/2019,135,135.929993,133.809998,135.690002,129.880142,23744400
6/20/2019,137.449997,137.660004,135.720001,136.949997,131.086136,33042600
6/21/2019,136.580002,137.729996,136.460007,136.970001,131.105331,36727900
6/24/2019,137,138.399994,137,137.779999,131.88063,20628800
6/25/2019,137.25,137.589996,132.729996,133.429993,127.716888,33327400
6/26/2019,134.350006,135.740005,133.600006,133.929993,128.19548,23657700
6/27/2019,134.139999,134.710007,133.509995,134.149994,128.406082,16557500
6/28/2019,134.570007,134.600006,133.160004,133.960007,128.224197,30043000
7/1/2019,136.630005,136.699997,134.970001,135.679993,129.870529,22613500
7/2/2019,136.119995,136.589996,135.339996,136.580002,130.731995,15237800
7/3/2019,136.800003,137.740005,136.289993,137.460007,131.57431,13629300
7/5/2019,135.940002,137.330002,135.720001,137.059998,131.191483,18141100
7/8/2019,136.399994,137.100006,135.369995,136.960007,131.095749,16779700
7/9/2019,136,136.970001,135.800003,136.460007,130.617188,19953100
7/10/2019,137.130005,138.580002,137.020004,137.850006,131.947647,24204400
7/11/2019,138.199997,139.220001,137.869995,138.399994,132.474045,22327900
7/12/2019,138.850006,139.130005,138.009995,138.899994,132.952667,18936800
7/15/2019,139.440002,139.539993,138.460007,138.899994,132.952667,16651500
7/16/2019,138.960007,139.050003,136.520004,137.080002,131.210587,22726100
7/17/2019,137.699997,137.929993,136.220001,136.270004,130.435303,20211000
7/18/2019,135.550003,136.619995,134.669998,136.419998,130.578827,30381800
7/19/2019,140.220001,140.669998,136.449997,136.619995,130.770294,48992400
7/22/2019,137.410004,139.190002,137.330002,138.429993,132.502808,25074900
7/23/2019,139.759995,139.990005,138.029999,139.289993,133.325958,18034600
7/24/2019,138.899994,140.740005,138.850006,140.720001,134.694748,20738300
7/25/2019,140.429993,140.610001,139.320007,140.190002,134.187439,18356900
7/26/2019,140.369995,141.679993,140.300003,141.339996,135.288208,19037600
7/29/2019,141.5,141.509995,139.369995,141.029999,134.991455,16605900
7/30/2019,140.139999,141.220001,139.800003,140.350006,134.340591,16846500
7/31/2019,140.330002,140.490005,135.080002,136.270004,130.435303,38598800
8/1/2019,137,140.940002,136.929993,138.059998,132.148636,40557500
8/2/2019,138.089996,138.320007,135.259995,136.899994,131.038284,30791600
8/5/2019,133.300003,133.929993,130.779999,132.210007,126.549156,42749600
8/6/2019,133.800003,135.679993,133.210007,134.690002,128.922943,32696700
8/7/2019,133.789993,135.649994,131.830002,135.279999,129.487686,33414500
8/8/2019,136.600006,138.990005,135.929993,138.889999,132.94313,27496500
8/9/2019,138.610001,139.380005,136.460007,137.710007,131.813644,23466700
8/12/2019,137.070007,137.860001,135.240005,135.789993,129.97583,20484300
8/13/2019,136.050003,138.800003,135,138.600006,132.665558,25154600
8/14/2019,136.360001,136.919998,133.669998,133.979996,128.670349,32527300
8/15/2019,134.389999,134.580002,132.25,133.679993,128.382248,28074400
8/16/2019,134.880005,136.460007,134.720001,136.130005,130.735184,24449100
8/19/2019,137.850006,138.550003,136.889999,138.410004,132.92482,24355700
8/20/2019,138.210007,138.710007,137.240005,137.259995,131.820374,21170800
8/21/2019,138.550003,139.490005,138,138.789993,133.289734,14970300
8/22/2019,138.660004,139.199997,136.289993,137.779999,132.319809,18697000
8/23/2019,137.190002,138.350006,132.800003,133.389999,128.103714,38508600
8/26/2019,134.990005,135.559998,133.899994,135.449997,130.082123,20312600
8/27/2019,136.389999,136.720001,134.660004,135.740005,130.360641,23102100
8/28/2019,134.880005,135.759995,133.550003,135.559998,130.187775,17393300
8/29/2019,137.25,138.440002,136.910004,138.119995,132.646301,20168700
8/30/2019,139.149994,139.179993,136.270004,137.860001,132.396637,23940100
9/3/2019,136.610001,137.199997,135.699997,136.039993,130.648758,18869300
9/4/2019,137.300003,137.690002,136.479996,137.630005,132.175705,17995900
9/5/2019,139.110001,140.380005,138.759995,140.050003,134.499802,26101800
9/6/2019,140.029999,140.179993,138.199997,139.100006,133.587463,20824500
9/9/2019,139.589996,139.75,136.460007,137.520004,132.070099,25773900
9/10/2019,136.800003,136.889999,134.509995,136.080002,130.687149,28903400
9/11/2019,135.910004,136.270004,135.089996,136.119995,130.725586,24726100
9/12/2019,137.850006,138.419998,136.869995,137.520004,132.070099,27010000
9/13/2019,137.779999,138.059998,136.570007,137.320007,131.878021,23363100
9/16/2019,135.830002,136.699997,135.660004,136.330002,130.927246,16731400
9/17/2019,136.960007,137.520004,136.429993,137.389999,131.945282,17814200
9/18/2019,137.360001,138.669998,136.529999,138.520004,133.030487,23982100
9/19/2019,140.300003,142.369995,140.070007,141.070007,135.479385,35772100
9/20/2019,141.009995,141.649994,138.25,139.440002,133.914001,39167300
9/23/2019,139.229996,139.630005,138.440002,139.139999,133.6259,17139300
9/24/2019,140.360001,140.690002,136.880005,137.380005,131.935638,29773200
9/25/2019,137.5,139.960007,136.029999,139.360001,133.837143,21382000
9/26/2019,139.440002,140.179993,138.440002,139.539993,134.010071,17456600
9/27/2019,140.149994,140.360001,136.649994,137.729996,132.271805,22477700
9/30/2019,138.050003,139.220001,137.779999,139.029999,133.520248,17280900
10/1/2019,139.660004,140.25,137,137.070007,131.637924,21466600
10/2/2019,136.25,136.369995,133.580002,134.649994,129.313812,30521700
10/3/2019,134.949997,136.75,133.220001,136.279999,130.879211,24132900
10/4/2019,136.75,138.25,136.419998,138.119995,132.646301,22897700
10/7/2019,137.139999,138.179993,137.020004,137.119995,131.685959,15303700
10/8/2019,137.080002,137.759995,135.619995,135.669998,130.293411,25550500
10/9/2019,137.460007,138.699997,136.970001,138.240005,132.761581,19749900
10/10/2019,138.490005,139.669998,138.25,139.100006,133.587463,17654600
10/11/2019,140.119995,141.029999,139.5,139.679993,134.14447,25446000
10/14/2019,139.690002,140.289993,139.520004,139.550003,134.019638,13304300
10/15/2019,140.059998,141.789993,139.809998,141.570007,135.959595,19695700
10/16/2019,140.789993,140.990005,139.529999,140.410004,134.845566,20751600
10/17/2019,140.949997,141.419998,139.020004,139.690002,134.154114,21460600
10/18/2019,139.759995,140,136.559998,137.410004,131.964462,32273500
10/21/2019,138.449997,138.5,137.009995,138.429993,132.944031,20078200
10/22/2019,138.970001,140.009995,136.259995,136.369995,130.965637,27431000
10/23/2019,136.880005,137.449997,135.610001,137.240005,131.801178,29844600
10/24/2019,139.389999,140.419998,138.669998,139.940002,134.394211,37029300
10/25/2019,139.339996,141.139999,139.199997,140.729996,135.152893,25959700
10/28/2019,144.399994,145.669998,143.509995,144.190002,138.475739,35280100
10/29/2019,144.080002,144.5,142.649994,142.830002,137.169662,20589500
10/30/2019,143.520004,145,142.789993,144.610001,138.879089,18496600
10/31/2019,144.899994,144.929993,142.990005,143.369995,137.688248,24605100
11/1/2019,144.259995,144.419998,142.970001,143.720001,138.024384,33128400
11/4/2019,144.830002,145,144.160004,144.550003,138.821518,16912000
11/5/2019,144.970001,145.020004,143.910004,144.460007,138.735092,18250200
11/6/2019,144.369995,144.520004,143.199997,144.059998,138.350906,16575800
11/7/2019,143.839996,144.880005,143.770004,144.259995,138.542969,17786700
11/8/2019,143.979996,145.990005,143.759995,145.960007,140.175613,16732700
11/11/2019,145.339996,146.419998,144.729996,146.110001,140.319672,14362600
11/12/2019,146.279999,147.570007,146.059998,147.070007,141.241653,18641600
11/13/2019,146.740005,147.460007,146.279999,147.309998,141.472107,16919200
11/14/2019,147.020004,148.410004,147,148.059998,142.192398,19729800
11/15/2019,148.929993,149.990005,148.270004,149.970001,144.026688,23485700
11/18/2019,150.070007,150.550003,148.979996,150.339996,144.382004,21534000
11/19/2019,150.880005,151.330002,150.199997,150.389999,144.430038,23935700
11/20/2019,150.309998,150.839996,148.460007,149.619995,144.179504,25696800
11/21/2019,149.399994,149.800003,148.5,149.479996,144.044632,18576100
11/22/2019,150.070007,150.300003,148.820007,149.589996,144.150604,15901800
11/25/2019,150,151.350006,149.919998,151.229996,145.730957,22420900
11/26/2019,151.360001,152.419998,151.320007,152.029999,146.501846,24620100
11/27/2019,152.330002,152.5,151.520004,152.320007,146.781357,15184400
11/29/2019,152.100006,152.300003,151.279999,151.380005,145.875534,11977300
12/2/2019,151.809998,151.830002,148.320007,149.550003,144.112061,27418400
12/3/2019,147.490005,149.429993,146.649994,149.309998,143.880814,24066000
12/4/2019,150.139999,150.179993,149.199997,149.850006,144.401169,17574700
12/5/2019,150.050003,150.320007,149.479996,149.929993,144.478226,17869100
12/6/2019,150.990005,151.869995,150.270004,151.75,146.232056,16403500
12/9/2019,151.070007,152.210007,150.910004,151.360001,145.856262,16687400
12/10/2019,151.289993,151.889999,150.759995,151.130005,145.634598,16476100
12/11/2019,151.539993,151.869995,150.330002,151.699997,146.183868,18856600
12/12/2019,151.649994,153.440002,151.020004,153.240005,147.667892,24612100
12/13/2019,153,154.889999,152.830002,154.529999,148.91098,23845400
12/16/2019,155.110001,155.899994,154.820007,155.529999,149.874603,24144200
12/17/2019,155.449997,155.710007,154.449997,154.690002,149.06517,25425600
12/18/2019,154.300003,155.479996,154.179993,154.369995,148.756775,24129200
12/19/2019,154,155.770004,153.75,155.710007,150.048096,24958900
12/20/2019,157.350006,158.490005,156.289993,157.410004,151.686249,53477500
12/23/2019,158.119995,158.119995,157.270004,157.410004,151.686249,17718200
12/24/2019,157.479996,157.710007,157.119995,157.380005,151.657333,8989200
12/26/2019,157.559998,158.729996,157.399994,158.669998,152.900436,14520600
12/27/2019,159.449997,159.550003,158.220001,158.960007,153.179871,18412800
12/30/2019,158.990005,159.020004,156.729996,157.589996,151.859741,16348400
12/31/2019,156.770004,157.770004,156.449997,157.699997,151.965698,18369400
1/2/2020,158.779999,160.729996,158.330002,160.619995,154.779556,22622100
1/3/2020,158.320007,159.949997,158.059998,158.619995,152.85228,21116200
1/6/2020,157.080002,159.100006,156.509995,159.029999,153.24736,20813700
1/7/2020,159.320007,159.669998,157.320007,157.580002,151.850082,21634100
1/8/2020,158.929993,160.800003,157.949997,160.089996,154.268784,27746500
1/9/2020,161.839996,162.220001,161.029999,162.089996,156.196075,21385000
1/10/2020,162.820007,163.220001,161.179993,161.339996,155.473358,20725900
1/13/2020,161.759995,163.309998,161.259995,163.279999,157.342834,21626500
1/14/2020,163.389999,163.600006,161.720001,162.130005,156.234619,23477400
1/15/2020,162.619995,163.940002,162.570007,163.179993,157.24646,21417900
1/16/2020,164.350006,166.240005,164.029999,166.169998,160.127731,23865400
1/17/2020,167.419998,167.470001,165.429993,167.100006,161.023895,34371700
1/21/2020,166.679993,168.190002,166.429993,166.5,160.445663,29517200
1/22/2020,167.399994,167.490005,165.679993,165.699997,159.67482,24138800
1/23/2020,166.190002,166.800003,165.270004,166.720001,160.657715,19680800
1/24/2020,167.509995,167.529999,164.449997,165.039993,159.038803,24918100
1/27/2020,161.149994,163.380005,160.199997,162.279999,156.379181,32078100
1/28/2020,163.779999,165.759995,163.070007,165.460007,159.443573,24899900
1/29/2020,167.839996,168.75,165.690002,168.039993,161.929718,34754500
1/30/2020,174.050003,174.050003,170.789993,172.779999,166.49736,51597500
1/31/2020,172.210007,172.399994,169.580002,170.229996,164.040085,36142700
2/3/2020,170.429993,174.5,170.399994,174.380005,168.0392,30107000
2/4/2020,177.139999,180.639999,176.309998,180.119995,173.57045,36433300
2/5/2020,184.029999,184.199997,178.410004,179.899994,173.358444,39186300
2/6/2020,180.970001,183.820007,180.059998,183.630005,176.952835,27751400
2/7/2020,182.850006,185.630005,182.479996,183.889999,177.203369,33529100
2/10/2020,183.580002,188.839996,183.25,188.699997,181.83847,35844300
2/11/2020,190.649994,190.699997,183.5,184.440002,177.733383,53159900
2/12/2020,185.580002,185.850006,181.850006,184.710007,177.993591,47062900
2/13/2020,183.080002,186.229996,182.869995,183.710007,177.029922,35295800
2/14/2020,183.25,185.410004,182.649994,185.350006,178.610306,23149500
2/18/2020,185.610001,187.699997,185.5,187.229996,180.421936,27792200
2/19/2020,188.059998,188.179993,186.470001,187.279999,180.963043,29997500
2/20/2020,186.949997,187.25,181.100006,184.419998,178.199509,36862400
2/21/2020,183.169998,183.5,177.25,178.589996,172.566132,48572600
2/24/2020,167.770004,174.550003,163.229996,170.889999,165.12587,68311100
2/25/2020,174.199997,174.839996,167.649994,168.070007,162.401016,68073300
2/26/2020,169.710007,173.259995,168.210007,170.169998,164.430176,56206100
2/27/2020,163.320007,167.029999,157.979996,158.179993,152.844589,93174900
2/28/2020,152.410004,163.710007,152,162.009995,156.545364,97012700
3/2/2020,165.309998,172.919998,162.309998,172.789993,166.961792,71030800
3/3/2020,173.800003,175,162.259995,164.509995,158.961075,71677000
3/4/2020,168.490005,170.699997,165.619995,170.550003,164.797348,49814400
3/5/2020,166.050003,170.869995,165.690002,166.270004,160.661697,47817300
3/6/2020,162.610001,163.110001,156,161.570007,156.120285,72821100
3/9/2020,151,157.75,150,150.619995,145.539581,70419300
3/10/2020,158.160004,161.029999,152.580002,160.919998,155.492172,65354400
3/11/2020,157.130005,157.699997,151.149994,153.630005,148.448059,56371600
3/12/2020,145.300003,153.470001,138.580002,139.059998,134.369507,93226400
3/13/2020,147.5,161.910004,140.729996,158.830002,153.472672,92727400
3/16/2020,140,149.350006,135,135.419998,130.85228,87905900
3/17/2020,140,147.5,135,146.570007,141.626221,81059800
3/18/2020,138,146,135.020004,140.399994,135.664291,81593200
3/19/2020,142.770004,150.149994,139,142.710007,137.896408,85922700
3/20/2020,146,147.100006,135.860001,137.350006,132.717163,84866200
3/23/2020,137.009995,140.570007,132.520004,135.979996,131.393402,78975200
3/24/2020,143.75,149.600006,141.270004,148.339996,143.336487,82516700
3/25/2020,148.910004,154.330002,144.440002,146.919998,141.964386,75638200
3/26/2020,148.399994,156.660004,148.369995,156.110001,150.844406,64568100
3/27/2020,151.75,154.889999,149.199997,149.699997,144.650604,57042300
3/30/2020,152.440002,160.600006,150.009995,160.229996,154.825455,63420300
3/31/2020,159.399994,164.779999,156.559998,157.710007,152.390427,77927200
4/1/2020,153,157.75,150.820007,152.110001,146.979324,57969900
4/2/2020,151.860001,155.479996,150.360001,155.259995,150.023087,49630700
4/3/2020,155.100006,157.380005,152.190002,153.830002,148.641327,41243300
4/6/2020,160.320007,166.5,157.580002,165.270004,159.69548,67111700
4/7/2020,169.589996,170,163.259995,163.490005,157.975494,62769000
4/8/2020,165.669998,166.669998,163.5,165.130005,159.560196,48318200
4/9/2020,166.360001,167.369995,163.330002,165.139999,159.569809,51385100
4/13/2020,164.350006,165.570007,162.300003,165.509995,159.927338,41905300
4/14/2020,169,173.75,168,173.699997,167.841095,52874300
4/15/2020,171.199997,173.570007,169.240005,171.880005,166.082489,40940800
4/16/2020,174.300003,177.279999,172.899994,177.039993,171.06842,50479600
4/17/2020,179.5,180,175.869995,178.600006,172.575836,52765600
4/20/2020,176.630005,178.75,174.990005,175.059998,169.155243,36669600
4/21/2020,173.5,173.669998,166.110001,167.820007,162.159424,56203700
4/22/2020,171.389999,174,170.820007,173.520004,167.667191,34620200
4/23/2020,174.110001,175.059998,170.910004,171.419998,165.638,32790800
4/24/2020,172.059998,174.559998,170.710007,174.550003,168.662445,34277600
4/27/2020,176.589996,176.899994,173.300003,174.050003,168.179291,33194400
4/28/2020,175.589996,175.669998,169.389999,169.809998,164.082321,34392700
4/29/2020,173.220001,177.679993,171.880005,177.429993,171.445282,51286600
4/30/2020,180,180.399994,176.229996,179.210007,173.165283,53875900
5/1/2020,175.800003,178.639999,174.009995,174.570007,168.681778,39370500
5/4/2020,174.490005,179,173.800003,178.839996,172.807739,30372900
5/5/2020,180.619995,183.649994,179.899994,180.759995,174.662994,36839200
5/6/2020,182.080002,184.199997,181.630005,182.539993,176.382935,32139300
5/7/2020,184.169998,184.550003,182.580002,183.600006,177.407196,28316000
5/8/2020,184.979996,185,183.360001,184.679993,178.45076,30877800
5/11/2020,183.149994,187.509995,182.850006,186.740005,180.441254,30892700
5/12/2020,186.800003,187.039993,182.300003,182.509995,176.353897,32038200
5/13/2020,182.550003,184.050003,176.539993,179.75,173.687042,44711500
5/14/2020,177.539993,180.690002,175.679993,180.529999,174.44072,41873900
5/15/2020,179.059998,187.059998,177,183.160004,176.982025,46610400
5/18/2020,185.75,186.199997,183.960007,184.910004,178.673004,35264500
5/19/2020,185.029999,186.600006,183.490005,183.630005,177.436172,26799100
5/20/2020,184.809998,185.850006,183.940002,185.660004,179.897339,31261300
5/21/2020,185.399994,186.669998,183.289993,183.429993,177.736542,29119500
5/22/2020,183.190002,184.460007,182.539993,183.509995,177.814041,20826900
5/26/2020,186.339996,186.5,181.100006,181.570007,175.934296,36073600
5/27/2020,180.199997,181.990005,176.600006,181.809998,176.16684,39517100
5/28/2020,180.740005,184.149994,180.380005,181.399994,175.769547,33810200
5/29/2020,182.729996,184.270004,180.410004,183.25,177.562134,42130400
6/1/2020,182.539993,183,181.460007,182.830002,177.155167,22622400
6/2/2020,184.25,185,181.350006,184.910004,179.170624,30794600
6/3/2020,184.820007,185.940002,183.580002,185.360001,179.606644,27311000
6/4/2020,184.300003,185.839996,182.300003,182.919998,177.242371,28761800
6/5/2020,182.619995,187.729996,182.009995,187.199997,181.389526,39893600
6/8/2020,185.940002,188.550003,184.440002,188.360001,182.513535,33211600
6/9/2020,188,190.699997,187.259995,189.800003,183.908844,29783900
6/10/2020,191.130005,198.520004,191.009995,196.839996,190.730331,43872300
6/11/2020,193.130005,195.759995,186.070007,186.270004,180.488373,52854700
6/12/2020,190.539993,191.720001,185.179993,187.740005,181.91275,43373600
6/15/2020,184.580002,190.820007,184.009995,188.940002,183.075531,32770200
6/16/2020,192.889999,195.580002,191.460007,193.570007,187.561813,42556700
6/17/2020,195.029999,196.320007,193.690002,194.240005,188.211029,25687800
6/18/2020,194,196.490005,194,196.320007,190.226456,23061600
6/19/2020,198.589996,199.289993,194.369995,195.149994,189.092773,44441100
6/22/2020,195.789993,200.759995,195.229996,200.570007,194.344543,32818900
6/23/2020,202.089996,203.949997,201.429993,201.910004,195.642944,30917400
6/24/2020,201.600006,203.25,196.559998,197.839996,191.699249,36740600
6/25/2020,197.800003,200.610001,195.470001,200.339996,194.121674,27803900
6/26/2020,199.729996,199.889999,194.880005,196.330002,190.23613,54675800
6/29/2020,195.779999,198.529999,193.550003,198.440002,192.28067,26701600
6/30/2020,197.880005,204.399994,197.740005,203.509995,197.193283,34310300
7/1/2020,203.139999,206.350006,201.770004,204.699997,198.346329,32061200
7/2/2020,205.679993,208.020004,205,206.259995,199.85791,29315800
7/6/2020,208.830002,211.130005,208.089996,210.699997,204.16008,31897600
7/7/2020,210.449997,214.669998,207.990005,208.25,201.786148,33600700
7/8/2020,210.070007,213.259995,208.690002,212.830002,206.224014,33600000
7/9/2020,216.330002,216.380005,211.470001,214.320007,207.667755,33121700
7/10/2020,213.619995,214.080002,211.080002,213.669998,207.037949,26177600
7/13/2020,214.479996,215.800003,206.5,207.070007,200.642822,38135600
7/14/2020,206.130005,208.850006,202.029999,208.350006,201.883041,37591800
7/15/2020,209.559998,211.330002,205.029999,208.039993,201.582642,32179400
7/16/2020,205.399994,205.699997,202.309998,203.919998,197.590576,29940700
7/17/2020,204.470001,205.039993,201.389999,202.880005,196.58284,31635300
7/20/2020,205,212.300003,203.009995,211.600006,205.032166,36884800
7/21/2020,213.660004,213.940002,208.029999,208.75,202.270615,37990400
7/22/2020,209.199997,212.300003,208.389999,211.75,205.177521,49605700
7/23/2020,207.190002,210.919998,202.149994,202.539993,196.253387,67457000
7/24/2020,200.419998,202.860001,197.509995,201.300003,195.051926,39827000
7/27/2020,201.470001,203.970001,200.860001,203.850006,197.52269,30160900
7/28/2020,203.610001,204.699997,201.740005,202.020004,195.749527,23251400
7/29/2020,202.5,204.649994,202.009995,204.059998,197.726212,19632600
